"filename", "language", "ShaderLab", "C#", "HLSL", "JSON", "Markdown", "XML", "YAML", "PowerShell", "Python", "Properties", "comment", "blank", "total"
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Editor\NetworkProjectConfigImporter.cs", "C#", 0, 147, 0, 0, 0, 0, 0, 0, 0, 0, 3, 33, 183
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Editor\NetworkProjectConfigImporterEditor.cs", "C#", 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 115
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Editor\Windows\RunnerVisibilityControlsWindow.cs", "C#", 0, 219, 0, 0, 0, 0, 0, 0, 0, 0, 11, 59, 289
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Editor\Windows\SharedSceneControlsWindow.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\FusionBurstIntegration.cs", "C#", 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 6, 31, 145
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\FusionGraph.cs", "C#", 0, 690, 0, 0, 0, 0, 0, 0, 0, 0, 66, 180, 936
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\FusionPhotonClientSocket.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\FusionProfiler.cs", "C#", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 58
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\FusionRuntimeCheck.cs", "C#", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 25
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\FusionStats.cs", "C#", 0, 1222, 0, 0, 0, 0, 0, 0, 0, 0, 188, 264, 1674
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\FusionStats\FusionGraphBase.cs", "C#", 0, 248, 0, 0, 0, 0, 0, 0, 0, 0, 15, 57, 320
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\FusionStats\FusionStatsBillboard.cs", "C#", 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 19, 21, 98
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\FusionStats\FusionStatsMeterBar.cs", "C#", 0, 220, 0, 0, 0, 0, 0, 0, 0, 0, 23, 66, 309
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\FusionStats\FusionStatsObjectIds.cs", "C#", 0, 120, 0, 0, 0, 0, 0, 0, 0, 0, 5, 49, 174
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\FusionStats\FusionStatsUtilities.cs", "C#", 0, 396, 0, 0, 0, 0, 0, 0, 0, 0, 14, 77, 487
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\FusionUnityLogger.cs", "C#", 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 28, 36, 196
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Prototyping\AreaOfInterest\PlayerAOIPrototype.cs", "C#", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 13, 7, 50
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Prototyping\Assistants\FusionAssistants.cs", "C#", 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 62, 39, 199
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Prototyping\Assistants\FusionSceneSetupAssistants.cs", "C#", 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 22, 42, 181
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Prototyping\CommonSceneObject.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 34, 164
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Prototyping\ControllerPrototype.cs", "C#", 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 88
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Prototyping\Editor\NetworkDebugStartEditor.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Prototyping\InputBehaviourPrototype.cs", "C#", 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 6, 33, 134
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Prototyping\Materials\FusionPrototypeMaterials.cs", "C#", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 17, 16, 67
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Prototyping\Materials\FusionPrototypingTextures.cs", "C#", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 16
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Prototyping\NetworkCharacterControllerPrototype.cs", "C#", 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 21, 23, 118
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Prototyping\NetworkDebugStart.cs", "C#", 0, 399, 0, 0, 0, 0, 0, 0, 0, 0, 112, 96, 607
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Prototyping\NetworkDebugStartGUI.cs", "C#", 0, 286, 0, 0, 0, 0, 0, 0, 0, 0, 15, 58, 359
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Prototyping\NetworkRunnerExtensions.cs", "C#", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 25
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Prototyping\NetworkSceneManagerBase.cs", "C#", 0, 236, 0, 0, 0, 0, 0, 0, 0, 0, 12, 59, 307
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Prototyping\NetworkSceneManagerDefault.cs", "C#", 0, 162, 0, 0, 0, 0, 0, 0, 0, 0, 11, 52, 225
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Prototyping\PlayerSpawnerPrototype.cs", "C#", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16, 38
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Prototyping\Prefabs\FusionPrototypingPrefabs.cs", "C#", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 32
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Prototyping\SpawnPoints\ISpawnPointManagerPrototypeT.cs", "C#", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 13
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Prototyping\SpawnPoints\ISpawnPointPrototype.cs", "C#", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 10
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Prototyping\SpawnPoints\PlayerSpawnPointManagerPrototype.cs", "C#", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Prototyping\SpawnPoints\PlayerSpawnPointPrototype.cs", "C#", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 15, 17, 78
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Prototyping\SpawnPoints\SpawnPointManagerPrototype.cs", "C#", 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 41, 31, 188
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Prototyping\SpawnPoints\SpawnerPrototypeT.cs", "C#", 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 16, 51, 185
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Prototyping\ToggleRunnerProvideInput.cs", "C#", 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16, 81
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Prototyping\ToggleRunnerVisibility.cs", "C#", 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18, 89
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Prototyping\Utilities\FusionPrototypingAssetUtils.cs", "C#", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 29
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Prototyping\Utilities\FusionScalableIMGUI.cs", "C#", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 14, 16, 85
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Prototyping\Utilities\FusionUnitySceneManagerUtils.cs", "C#", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 54
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Utilities\BoundsTools.cs", "C#", 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 27, 26, 182
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Utilities\FusionEditorUtilitiesExternal.cs", "C#", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 47
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\Fusion\Scripts\Utilities\NetworkProjectUtilities.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\PhotonLibs\WebSocket\SocketWebTcp.cs", "C#", 0, 304, 0, 0, 0, 0, 0, 0, 0, 0, 53, 76, 433
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\PhotonLibs\WebSocket\WebSocket.cs", "C#", 0, 191, 0, 0, 0, 0, 0, 0, 0, 0, 13, 48, 252
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Photon\PhotonLibs\netstandard2.0\Photon3Unity3D.xml", "XML", 0, 0, 0, 0, 0, 2716, 0, 0, 0, 0, 1, 60, 2777
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\PipeController.cs", "C#", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 48
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Plugins\Android\AndroidManifest.xml", "XML", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 1, 1, 19
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Resources\ComputeShaders\ErrorHeatMap.compute", "HLSL", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 6, 7, 38
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Resources\ComputeShaders\FIM.compute", "HLSL", 0, 0, 1051, 0, 0, 0, 0, 0, 0, 0, 145, 99, 1295
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Resources\ComputeShaders\OccupancyMap.compute", "HLSL", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 6, 4, 49
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Resources\ComputeShaders\ParallelDistanceMap.compute", "HLSL", 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 9, 7, 85
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Resources\ComputeShaders\Texture3DScaler.compute", "HLSL", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 4, 8, 64
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Resources\ComputeShaders\Utility.compute", "HLSL", 0, 0, 139, 0, 0, 0, 0, 0, 0, 0, 4, 16, 159
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Resources\ComputeShaders\Watershed.compute", "HLSL", 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 3, 7, 98
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Resources\ComputeShaders\patch.compute", "HLSL", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 4, 4, 15
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\Command\CommandStructure.cs", "C#", 0, 354, 0, 0, 0, 0, 0, 0, 0, 0, 23, 66, 443
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\Config.cs", "C#", 0, 199, 0, 0, 0, 0, 0, 0, 0, 0, 1, 34, 234
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\MRTK\AdjustLabelPosition.cs", "C#", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 26
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\MRTK\BandPassFilterSelection.cs", "C#", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 37
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\MRTK\ColorChanger.cs", "C#", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 14, 9, 69
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\MRTK\DialogExample.cs", "C#", 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 72
"e:\Unity Projects\MixedRealityToolkit-Unity-mrtk3\UnityProjects\AugmentedNeuronTracer\Assets\Scripts\MRTK\DictationHandler.cs", "C#", 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 28, 15, 110
